ASVID	Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species	Function	Function_Group	Nutrition	Notes
ASV2927	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphitremida	Diplophrydaceae	Diplophrys	Diplophrys_sp.	consumers	consumers	bacterivore	na
ASV2928	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	NA	NA	NA	na	na	na	na
ASV2929	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV293	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Viridiraptor	Viridiraptor_invadens	consumers	consumers	eukaryvore	na
ASV2930	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	NA	NA	NA	na	na	na	na
ASV2931	Eukaryota	Archaeplastida	Chlorophyta	Ulvophyceae	Ulotrichales	Ulotrichales_X	Gloeotilopsis	Gloeotilopsis_planctonica	phototrophic	phototrophic	phototrophic	na
ASV2932	Eukaryota	Stramenopiles	Opalozoa	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Adriamonas	Adriamonas_peritocrescens	consumers	consumers	bacterivore	na
ASV2933	Eukaryota	Amoebozoa	Conosa	Variosea	Variosea_X	Mb5C-lineage	Mb5C-lineage_X	Mb5C-lineage_X_sp.	consumers	consumers	bacterivore	na
ASV2934	Eukaryota	Archaeplastida	Rhodophyta	Bangiophyceae	Cyanidiales	Cyanidiales_X	Cyanidiales_XX	Cyanidiales_XX_sp.	phototrophic	phototrophic	phototrophic	na
ASV2936	Eukaryota	Stramenopiles	Ochrophyta	NA	NA	NA	NA	NA	na	na	na	na
ASV2938	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV2939	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Leptophryidae	NA	NA	consumers	consumers	eukaryvore	na
ASV294	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Ostracoda	NA	NA	seed_shrimp	na	na	na
ASV2940	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV2941	Eukaryota	Amoebozoa	Conosa	Variosea	Variosea_X	Acramoebidae	Acramoeba	Acramoeba_dendroida	consumers	consumers	bacterivore	na
ASV2942	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV2943	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV2944	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV2945	Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Thelebolus	NA	na	na	na	na
ASV2946	Eukaryota	Excavata	Discoba	Kinetoplastea	NA	NA	NA	NA	na	na	na	na
ASV2947	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV2948	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV2949	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulida	Labyrinthulaceae	Labyrinthulaceae_X	Labyrinthulaceae_X_sp.	consumers	consumers	bacterivore	na
ASV295	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV2950	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV2951	Eukaryota	Alveolata	Ciliophora	NA	NA	NA	NA	NA	na	na	na	na
ASV2952	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Leiocephalium	Leiocephalium_pseudosanguineum	phototrophic	phototrophic	phototrophic	na
ASV2953	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	consumers	consumers	bacterivore	na
ASV2954	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV2955	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV2956	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Thalassomyxa-lineage	Thalassomyxa-lineage_X	Thalassomyxa-lineage_X_sp.	consumers	consumers	eukaryvore	na
ASV2958	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV296	Eukaryota	Opisthokonta	Metazoa	Rotifera	Rotifera_X	Rotifera_XX	Adineta	Adineta_vaga	rotifers	na	na	na
ASV2960	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	Vorticella	Vorticella_convallaria	consumers	consumers	omnivore	omnivore
ASV2961	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	NA	NA	NA	NA	na	na	na	na
ASV2962	Eukaryota	Stramenopiles	Ochrophyta	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV2963	Eukaryota	Alveolata	Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	NA	NA	consumers	consumers	eukaryvore	eukaryvore
ASV2964	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV2965	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV2966	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	NA	NA	NA	consumers	consumers	pathogen	na
ASV2967	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	consumers	consumers	bacterivore	na
ASV2968	Eukaryota	Stramenopiles	Sagenista	NA	NA	NA	NA	NA	consumers	consumers	bacterivore	na
ASV2969	Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Suctoria	NA	NA	NA	consumers	consumers	eukaryvore	eukaryotic_predators
ASV297	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	NA	NA	NA	consumers	consumers	eukaryvore	na
ASV2970	Eukaryota	Opisthokonta	Fungi	Ascomycota	NA	NA	NA	NA	na	na	na	na
ASV2971	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Peronosporales	Pythium	NA	consumers	consumers	pathogen	na
ASV2972	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-B2	Oikomonas	Oikomonas_sp.	consumers	consumers	bacterivore	na
ASV2973	Eukaryota	Stramenopiles	Opalozoa	MAST-12	MAST-12C	MAST-12C_X	MAST-12C_XX	MAST-12C_XX_sp.	consumers	consumers	bacterivore	na
ASV2974	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Oxytrichidae	NA	NA	consumers	consumers	omnivore	omnivore
ASV2975	Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA	na	na	na	na
ASV2976	Eukaryota	Opisthokonta	Fungi	Microsporidiomycota	Microsporidiomycotina	Microsporidiomycotina_X	NA	NA	na	na	na	na
ASV2978	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV2979	Eukaryota	Excavata	Discoba	Euglenida	Petalomonadida	NA	NA	NA	consumers	consumers	bacterivore	na
ASV298	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Sey055-lineage	Sey055-lineage_X	Sey055-lineage_X_sp.	consumers	consumers	eukaryvore	na
ASV2981	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Lobochlamys	Lobochlamys_segnis	phototrophic	phototrophic	phototrophic	na
ASV2982	Eukaryota	Excavata	Discoba	Kinetoplastea	Neobodonida	Neobodonidae	Neobodo	Neobodo_sp.	consumers	consumers	bacterivore	na
ASV2983	Eukaryota	Opisthokonta	Mesomycetozoa	Nucleariidea	Nucleariida	Nucleariida_X	Nuclearia	Nuclearia_simplex	consumers	consumers	omnivore	na
ASV2985	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Peronosporales	Lagenidium	Lagenidium_giganteum	consumers	consumers	pathogen	na
ASV2986	Eukaryota	Excavata	Discoba	Kinetoplastea	NA	NA	NA	NA	na	na	na	na
ASV2987	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Monocystis	Monocystis_sp.	animal_parasite	symbionts	animal_parasite	na
ASV2988	Eukaryota	Opisthokonta	Fungi	Mucoromycota	Mucoromycotina	Mucoromycotina_X	Mortierella	Mortierella_sp.	na	na	na	na
ASV2989	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	NA	NA	nematodes	na	na	na
ASV299	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Oxytrichidae	Oxytricha	Oxytricha_granulifera	consumers	consumers	omnivore	omnivore
ASV2990	Eukaryota	Stramenopiles	Ochrophyta	NA	NA	NA	NA	NA	na	na	na	na
ASV2991	Eukaryota	Opisthokonta	Mesomycetozoa	Nucleariidea	Nucleariida	Nucleariida_X	Nuclearia	Nuclearia_thermophila	consumers	consumers	omnivore	na
ASV2992	Eukaryota	Archaeplastida	Chlorophyta	Pedinophyceae	Pedinomonadales	Pedinomonadaceae	Pedinomonas	Pedinomonas_minor	phototrophic	phototrophic	phototrophic	na
ASV2993	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Sey055-lineage	Sey055-lineage_X	Sey055-lineage_X_sp.	consumers	consumers	eukaryvore	na
ASV2994	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV2995	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV2996	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV2997	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	NA	NA	na	na	na	na
ASV2998	Eukaryota	Excavata	Discoba	Kinetoplastea	Trypanosomatida	Trypanosomatidae	NA	NA	animal_parasite	symbionts	animal_parasite	insect_parasite
ASV2999	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV3	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Haliplectoidea	Rhabdolaimus	NA	nematodes	na	na	na
ASV30	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV300	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	NA	NA	nematodes	na	na	na
ASV3000	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-E	NA	NA	mixotrophic	phototrophic	mixotrophic	na
ASV3001	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	NA	phototrophic	phototrophic	phototrophic	na
ASV3002	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Monocystis	Monocystis_sp.	animal_parasite	symbionts	animal_parasite	na
ASV3003	Eukaryota	Excavata	Discoba	Euglenida	Petalomonadida	Scytomonadidae	Petalomonas	NA	consumers	consumers	bacterivore	na
ASV3005	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Sey055-lineage	Sey055-lineage_X	Sey055-lineage_X_sp.	consumers	consumers	eukaryvore	na
ASV3006	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Peronosporales	NA	NA	consumers	consumers	pathogen	na
ASV3007	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Leptophryidae	NA	NA	consumers	consumers	eukaryvore	na
ASV3008	Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	NA	NA	NA	NA	flatworms	na	na	na
ASV301	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Eumonhystera	Eumonhystera_sp.	nematodes	na	na	na
ASV3010	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV3011	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV3013	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV3014	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV3015	Eukaryota	Alveolata	Ciliophora	Colpodea	Colpodea_X	Platyophryida	Etoschophrya	Etoschophrya_inornata	consumers	consumers	eukaryvore	eukaryvore
ASV3016	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	NA	NA	nematodes	na	na	na
ASV3017	Eukaryota	Excavata	Discoba	Kinetoplastea	Neobodonida	Neobodonidae	Neobodo	Neobodo_sp.	consumers	consumers	bacterivore	na
ASV3019	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Oxytrichidae	Oxytrichidae_X	Oxytrichidae_X_sp.	consumers	consumers	omnivore	omnivore
ASV302	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulida	Labyrinthulaceae	Labyrinthulaceae_ANT10_3	Labyrinthulaceae_ANT10_3_sp.	consumers	consumers	bacterivore	na
ASV3020	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Allantion	Allantion_sp.	consumers	consumers	bacterivore	na
ASV3021	Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_persistens	consumers	consumers	bacterivore	na
ASV3022	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Allantion	Allantion_sp.	consumers	consumers	bacterivore	na
ASV3023	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV3024	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV3025	Eukaryota	Alveolata	Ciliophora	NA	NA	NA	NA	NA	na	na	na	na
ASV3026	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV3028	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	NA	NA	nematodes	na	na	na
ASV3029	Eukaryota	Stramenopiles	Ochrophyta	NA	NA	NA	NA	NA	na	na	na	na
ASV303	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV3030	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodiniaceae_X	Symbiodiniaceae_Foram_Clade_D	mixotrophic	phototrophic	mixotrophic	na
ASV3032	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-B2	Oikomonas	Oikomonas_sp.	consumers	consumers	bacterivore	na
ASV3033	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Oxytrichidae	Oxytrichidae_X	Oxytrichidae_X_sp.	consumers	consumers	omnivore	omnivore
ASV3034	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	NA	NA	NA	consumers	consumers	omnivore	omnivore
ASV3035	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV3036	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV3037	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Rhizoctonia	Rhizoctonia_solani	na	na	na	na
ASV3038	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV3039	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV304	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV3040	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	NA	NA	consumers	consumers	bacterivore	na
ASV3042	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Cryptococcus	Cryptococcus_gilvescens	na	na	na	na
ASV3044	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Oedogoniales	Oedogoniales_X	Oedogonium	NA	phototrophic	phototrophic	phototrophic	na
ASV3045	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Eumonhystera	Eumonhystera_sp.	nematodes	na	na	na
ASV3046	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Sey055-lineage	Sey055-lineage_X	Sey055-lineage_X_sp.	consumers	consumers	eukaryvore	na
ASV3047	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	NA	NA	NA	consumers	consumers	omnivore	omnivore
ASV3049	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV305	Eukaryota	Stramenopiles	Ochrophyta	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Monodus	Monodus_subterranea	phototrophic	phototrophic	phototrophic	na
ASV3050	Eukaryota	Opisthokonta	Metazoa	Gastrotricha	Gastrotricha_X	Gastrotricha_XX	NA	NA	gastrotrich	na	na	na
ASV3052	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV3053	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV3054	Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Rhabdocoela	Trigonostomum	NA	flatworms	na	na	na
ASV3055	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Leptodiaptomus	NA	copepods	na	na	na
ASV3056	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	Paracercomonas	Paracercomonas_anaerobica	consumers	consumers	bacterivore	na
ASV3057	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV3058	Eukaryota	Alveolata	Ciliophora	Litostomatea	NA	NA	NA	NA	consumers	consumers	eukaryvore	eukaryvore
ASV3059	Eukaryota	Stramenopiles	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV306	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	NA	NA	NA	consumers	consumers	omnivore	omnivore
ASV3060	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	NA	NA	consumers	consumers	bacterivore	na
ASV3061	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV3062	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV3063	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV3064	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	NA	NA	NA	consumers	consumers	eukaryvore	na
ASV3066	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV3069	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	NA	NA	NA	na	na	na	na
ASV307	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	NA	NA	NA	na	na	na	na
ASV3070	Eukaryota	Alveolata	Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	NA	NA	consumers	consumers	eukaryvore	eukaryvore
ASV3071	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Radiococcus	Radiococcus_sp.	phototrophic	phototrophic	phototrophic	na
ASV3072	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	NA	phototrophic	phototrophic	phototrophic	na
ASV3073	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV3074	Eukaryota	Opisthokonta	Metazoa	Nematoda	Enoplea	Enoplea_X	Limnomermis	Limnomermis_sp.	nematodes	na	na	na
ASV3075	Eukaryota	Alveolata	Ciliophora	Colpodea	Colpodea_X	Colpodida	NA	NA	consumers	consumers	omnivore	omnivore
ASV3076	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Prodesmodora	Prodesmodora_sp.	nematodes	na	na	na
ASV3077	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Rhogostoma-lineage	NA	NA	consumers	consumers	omnivore	na
ASV3078	Eukaryota	Alveolata	Ciliophora	NA	NA	NA	NA	NA	na	na	na	na
ASV3079	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	NA	NA	NA	consumers	consumers	omnivore	na
ASV308	Eukaryota	Opisthokonta	Metazoa	Tardigrada	Tardigrada_X	Tardigrada_XX	Dactylobiotus	Dactylobiotus_octavi	tardigrades	na	na	na
ASV3080	Eukaryota	Alveolata	Ciliophora	Litostomatea	Haptoria_6	Lacrymariidae	NA	NA	consumers	consumers	eukaryvore	eukaryvore
ASV3081	Eukaryota	Alveolata	Ciliophora	Colpodea	Colpodea_X	NA	NA	NA	na	na	na	bacterivore
ASV3082	Eukaryota	Alveolata	Ciliophora	Colpodea	Colpodea_X	NA	NA	NA	na	na	na	bacterivore
ASV3083	Eukaryota	Excavata	Discoba	Euglenida	Euglenida_X	Peranemidae	Peranema	Peranema_trichophorum	consumers	consumers	bacterivore	na
ASV3084	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	NA	NA	NA	consumers	consumers	omnivore	omnivore
ASV3085	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Peronosporales	Lagenidium	Lagenidium_caudatum	consumers	consumers	pathogen	na
ASV3086	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV3087	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
